id,headline,text_raw,text_normalized,sentiment,sentiment_numerical
140579,,"Ja, die mit dem österr. Pass sollten Vorzug haben, aber bitte nicht die im Prozentsatz vergessen, die absolut keinen Bock auf Schule und noch weniger auf Arbeit haben. Mit 16,17,.. die Lehre abgebrochen und glaubt der Staat richtet's schon.","ja , die mit dem österr . pass sollten vorzug haben , aber bitte nicht die im prozentsatz vergessen , die absolut keinen bock auf schule und noch weniger auf arbeit haben . mit 16 , 17 , . die lehre abgebrochen und glaubt der staat richtet ' s schon .",SentimentNegative,0
140580,,"Ja, heißt nur anders!","ja , heißt nur anders !",SentimentNegative,0
140581,,"Entweder um einen größeren Teil der Ressourcen dieser Erde kämpfen (d. h. wirtschaftlich leistungsfähiger werden und unnötigen Ballast abschütteln) oder akzeptieren, dass unter dem derzeitigen Umverteilungsapparat mit all den dabei entstandenen wirtschaftlichen Kuschelecken und Ungerechtigkeiten in Summe pro Nase einfach ein geringerer Lebensstandard raus kommt.","entweder um einen größeren teil der ressourcen dieser erde kämpfen ( d . h . wirtschaftlich leistungsfähiger werden und unnötigen ballast abschütteln ) oder akzeptieren , dass unter dem derzeitigen umverteilungsapparat mit all den dabei entstandenen wirtschaftlichen kuschelecken und ungerechtigkeiten in summe pro nase einfach ein geringerer lebensstandard raus kommt .",SentimentNegative,0
140582,,Rausch schon ausgeschlafen? Bei den diebstählen haben's ja auch gleich ein rassistisches Posting hinterlassen,rausch schon ausgeschlafen ? bei den diebstählen haben ' s ja auch gleich ein rassistisches posting hinterlassen,SentimentNegative,0
140583,,"Wieso lässt man ihn nicht hier Steine schneiden oder auf Vieh aufpassen?
Bei uns wird es wohl kaum Gleichaltrige mit ähnlicher Berufserfahrung geben!",wieso lässt man ihn nicht hier steine schneiden oder auf vieh aufpassen ? bei uns wird es wohl kaum gleichaltrige mit ähnlicher berufserfahrung geben !,SentimentNeutral,1
140584,Und mit 17 sollte er wieder im Iran sein,"Und mit 17 sollte er wieder im Iran sein So wie zig Millionen anderer Iraner auch, das Land allein hat weit mehr Einwohner als Österreich und ist bedeutend größer.
Da er keine Qualifikation mit sich bringt die Österreich nützt.
Keinerlei Kriterien erfüllt.
Und man nicht Millionen von seinesgleichen aus ""Prinzip"" aufnehmen kann und will.

Sollte es in der Frage wirklich eine Unklarheit geben, wird Zeit für eine Volksabstimmung und Verfassungsänderung.

Enweder es gibt Regeln für Einwanderung oder eben das Gekreische einer Minderheit (Grüne), darauf Masseneinwanderung und in Folge Bürgerkriege und ethnische Konflikte in Zukunft.

Die Bevölkerung hat ein Recht darüber abzustimmen.","und mit 17 sollte er wieder im iran sein so wie zig millionen anderer iraner auch , das land allein hat weit mehr einwohner als österreich und ist bedeutend größer . da er keine qualifikation mit sich bringt die österreich nützt . keinerlei kriterien erfüllt . und man nicht millionen von seinesgleichen aus  prinzip  aufnehmen kann und will . sollte es in der frage wirklich eine unklarheit geben , wird zeit für eine volksabstimmung und verfassungsänderung . enweder es gibt regeln für einwanderung oder eben das gekreische einer minderheit ( grüne ) , darauf masseneinwanderung und in folge bürgerkriege und ethnische konflikte in zukunft . die bevölkerung hat ein recht darüber abzustimmen .",SentimentNegative,0
140585,,Das ist nur der Bodensatz der Gesellschaft der sich hier auskotzt.,das ist nur der bodensatz der gesellschaft der sich hier auskotzt .,SentimentNegative,0
140586,das ist ein gut illuistrieter und interessanter Vortrag von Hans Rosling...,das ist ein gut illuistrieter und interessanter Vortrag von Hans Rosling... ...zum Thema Überbevölkerung!,das ist ein gut illuistrieter und interessanter vortrag von hans rosling . . zum thema überbevölkerung !,SentimentNeutral,1
140587,"Also Asylgrund sehe ich hier keinen und Kriegsflüchtling ist er auch keiner,also was tun mit dem Burschen?","Also Asylgrund sehe ich hier keinen und Kriegsflüchtling ist er auch keiner,also was tun mit dem Burschen? None","also asylgrund sehe ich hier keinen und kriegsflüchtling ist er auch keiner , also was tun mit dem burschen ? none",SentimentNegative,0
140588,,von denen gibt es viel weniger als sie vermuten!,von denen gibt es viel weniger als sie vermuten !,SentimentNegative,0
140589,Zuerst im Steinbruch schuften und dann im Zelt schlafen müssen,Zuerst im Steinbruch schuften und dann im Zelt schlafen müssen Bei so einem Abstieg kommen einem ja die Tränen..,zuerst im steinbruch schuften und dann im zelt schlafen müssen bei so einem abstieg kommen einem ja die tränen .,SentimentNegative,0
140590,"schauen sie den Report an, dort wird ein Universitätsprofessor","schauen sie den Report an, dort wird ein Universitätsprofessor vorgestellt -","schauen sie den report an , dort wird ein universitätsprofessor vorgestellt -",SentimentNeutral,1
140591,"Chapeau, junger Mann! Sie haben meine Hochachtung,","Chapeau, junger Mann! Sie haben meine Hochachtung, aber Sie sind kein Flüchtling im Sinne der Genfer Konvention.

Und unsere Regierung ist zu feige oder zu unfähig, Regeln für einen gezielten Zuwachs zu definieren.

Menschen wie Sie, die sich trotz aller Hindernisse letztendlich doch durch setzen könnten wir brauchen.

Sofern Sie die Reise nach Kanada irgendwie finanzieren können wären Sie dort jedoch weit besser aufgehoben. Dort gibt es Zuzugsregeln.

Bei uns bleiben ja -Dank unserer ""Lenker und -innen"" nur die, die wir zwar nicht wollen, aber auch nicht los werden.","chapeau , junger mann ! sie haben meine hochachtung , aber sie sind kein flüchtling im sinne der genfer konvention . und unsere regierung ist zu feige oder zu unfähig , regeln für einen gezielten zuwachs zu definieren . menschen wie sie , die sich trotz aller hindernisse letztendlich doch durch setzen könnten wir brauchen . sofern sie die reise nach kanada irgendwie finanzieren können wären sie dort jedoch weit besser aufgehoben . dort gibt es zuzugsregeln . bei uns bleiben ja -dank unserer  lenker und -innen  nur die , die wir zwar nicht wollen , aber auch nicht los werden .",SentimentNegative,0
140592,"Na geh, und darum hat der Iran wohl auch schon 1937 die Hazara als iranische Ethnie anerkannt oder wie?","Na geh, und darum hat der Iran wohl auch schon 1937 die Hazara als iranische Ethnie anerkannt oder wie? Dass sie 12er Schiiten - wie die Mehrzahl der Iraner sind - hat damit wenig zu tun, und ja sie haben eine andere Sprache, ... aber gerade im Grenzgebiet insb. rund um Maschad gibt es gut situierte, lang ansässige Hazaras die auch politisch tätig sind. 
Dass die sunnitischen Tadjiken angesehen sind, liegt wohl an den geschichtlichen, sprachlichen oder kulturellen Gemeinsamkeiten.
Nur hat das alles wenig damit zu tun dass der Iran bestrebt ist die afghanischen Flüchtlinge (aus welchen Gründen auch immer) wieder zu einer Rückkehr zu bewegen.

Wenn wer im Iran diskriminiert/verfolgt wird, dann weniger die Christen, Juden,... - das sind anerkannte Religionen - sondern die Bahai; das werden sie aber in der gesamten islamischen Welt - leider.","na geh , und darum hat der iran wohl auch schon 1937 die hazara als iranische ethnie anerkannt oder wie ? dass sie 12er schiiten - wie die mehrzahl der iraner sind - hat damit wenig zu tun , und ja sie haben eine andere sprache , . aber gerade im grenzgebiet insb . rund um maschad gibt es gut situierte , lang ansässige hazaras die auch politisch tätig sind . dass die sunnitischen tadjiken angesehen sind , liegt wohl an den geschichtlichen , sprachlichen oder kulturellen gemeinsamkeiten . nur hat das alles wenig damit zu tun dass der iran bestrebt ist die afghanischen flüchtlinge ( aus welchen gründen auch immer ) wieder zu einer rückkehr zu bewegen . wenn wer im iran diskriminiert / verfolgt wird , dann weniger die christen , juden , . - das sind anerkannte religionen - sondern die bahai ; das werden sie aber in der gesamten islamischen welt - leider .",SentimentNegative,0
140593,wer kann das noch verstehen?,"wer kann das noch verstehen? hat der asylsenat etwa bereits erklärt, dass allen asylwerbern aus bestimmten ländern, unabhängig von ihren vorgebrachten fluchtgründen, asyl gewährt wird? 

wie kann es die redaktion einer qualitätszeitung sonst verantworten, dass hier ein minderjähriger asylwerber öffentlich aussagt, dass er keine fluchtgründe gemäß der genfer konvention hat? welches ziel wird damit verfolgt?","wer kann das noch verstehen ? hat der asylsenat etwa bereits erklärt , dass allen asylwerbern aus bestimmten ländern , unabhängig von ihren vorgebrachten fluchtgründen , asyl gewährt wird ? wie kann es die redaktion einer qualitätszeitung sonst verantworten , dass hier ein minderjähriger asylwerber öffentlich aussagt , dass er keine fluchtgründe gemäß der genfer konvention hat ? welches ziel wird damit verfolgt ?",SentimentNegative,0
140594,,Super!,super !,SentimentNeutral,1
140595,,"Mich zu diesem Thema auf eine schriftliche Diskussion mit Ihnen einzulassen hat überhaupt keinen Sinn. Sie mögen es wohl gern schwarz ODER weiß und das spielt's halt im echten Leben nicht.

Ich wünsche Ihnen, dass Sie selbst nie erfahren müssen, welches Elend auch ohne akuten Krieg in manchen Teilen der Welt herrscht.","mich zu diesem thema auf eine schriftliche diskussion mit ihnen einzulassen hat überhaupt keinen sinn . sie mögen es wohl gern schwarz oder weiß und das spielt ' s halt im echten leben nicht . ich wünsche ihnen , dass sie selbst nie erfahren müssen , welches elend auch ohne akuten krieg in manchen teilen der welt herrscht .",SentimentNegative,0
140596,,"Die Tüten-Einräumer gibt es auch in den USA. 
Ansonsten natürlich Zustimmung.",die tüten-einräumer gibt es auch in den usa . ansonsten natürlich zustimmung .,SentimentNeutral,1
140597,"""....es wäre kein Problem innerhalb kürzester Zeit alle Flüchtlinge in ungenutzten öffentlichen Immobilien unterzubringen...""","""....es wäre kein Problem innerhalb kürzester Zeit alle Flüchtlinge in ungenutzten öffentlichen Immobilien unterzubringen..."" Alle? Wirklich alle?! :-o", . es wäre kein problem innerhalb kürzester zeit alle flüchtlinge in ungenutzten öffentlichen immobilien unterzubringen .  alle ? wirklich alle ? ! : -o,SentimentNegative,0
140598,,"ich habe als beispiel im entfernungsrechner die städte damaskus und beirut eingegeben. die fahrtstrecke beträgt 137 km.
das nächste beispiel im entfernungsrechner waren die städte damaskus und traiskirchen. die fahrtstrecke beträgt 3111 km.
möglicherweise erklärt diese tatsache das von ihnen angedeutete phänomen.",ich habe als beispiel im entfernungsrechner die städte damaskus und beirut eingegeben . die fahrtstrecke beträgt 137 km . das nächste beispiel im entfernungsrechner waren die städte damaskus und traiskirchen . die fahrtstrecke beträgt 3111 km . möglicherweise erklärt diese tatsache das von ihnen angedeutete phänomen .,SentimentNegative,0
140599,,"Wahre Worte. Dabei sind die Postings wahrscheinlich eh nur ein kleiner Bruchteil, derer die es die mittlerweile schon recht strenge Zensur geschafft haben. 

Davon abgesehen, dass sich wahrscheinlich viel es gar nicht mehr antun, diese Berichte zu lesen, weil´s eh immer das gleich aussagen.","wahre worte . dabei sind die postings wahrscheinlich eh nur ein kleiner bruchteil , derer die es die mittlerweile schon recht strenge zensur geschafft haben . davon abgesehen , dass sich wahrscheinlich viel es gar nicht mehr antun , diese berichte zu lesen , weil´s eh immer das gleich aussagen .",SentimentNegative,0
140600,,"1. Top Posting (20 negative Bewertungen - 20 positive)

2. Top Posting (103 negative Bewertungen - 19 positive)

3. Top Posting (67 negative Bewertungen - 17 positive)

4. Top Posting (89 negative Bewertungen - 16 positive)

Bravo! Tolles System!",1 . top posting ( 20 negative bewertungen - 20 positive ) 2 . top posting ( 103 negative bewertungen - 19 positive ) 3 . top posting ( 67 negative bewertungen - 17 positive ) 4 . top posting ( 89 negative bewertungen - 16 positive ) bravo ! tolles system !,SentimentNegative,0
140601,,"Von wem erwarten sie das beim Standard?
Von der Frau Brickner?

Da werden's lange warten, das versprech ich ihnen","von wem erwarten sie das beim standard ? von der frau brickner ? da werden ' s lange warten , das versprech ich ihnen",SentimentNegative,0
140602,,"Diese Art Flüchtlinge (Wirtschaftsflüchtlinge) stellen meines Wissens nach sogar die große Mehrheit.
Wie kommen sie zu ihrer Annahme?",diese art flüchtlinge ( wirtschaftsflüchtlinge ) stellen meines wissens nach sogar die große mehrheit . wie kommen sie zu ihrer annahme ?,SentimentNeutral,1
140603,,"Aktuell offiziell rd. 30.000 wobei die Anzahl der der unbegleiteten Minderjährigen Asylwerber rd. 2/3 aller UMF beträgt; das ist bei der Altersstruktur der Bevölkerung aber auch nicht verwunderlich; wenn 48% unter 15 und 23% zwischen 15 und 24 sind, ist der Anteil an Älteren wohl relativ gering, insb. wenn man die Lebenserwartung von knapp 61 Jahren (2009 war sie übrigens noch knapp über 50) bedenkt.
Insgesamt hat die westliche Intervention zumindest im Gesundheitsbereich doch etwas gebracht, 2001 starb noch jedes 5e Kind bis zu seinen 5 Geburtstag, heute jedes 12e, ähnliches gilt bei der Müttersterblichkeit - die Gesellschaft haben diese Verbesserungen aber rational wohl noch nicht erreicht.","aktuell offiziell rd . 30 . 000 wobei die anzahl der der unbegleiteten minderjährigen asylwerber rd . 2 / 3 aller umf beträgt ; das ist bei der altersstruktur der bevölkerung aber auch nicht verwunderlich ; wenn 48 % unter 15 und 23 % zwischen 15 und 24 sind , ist der anteil an älteren wohl relativ gering , insb . wenn man die lebenserwartung von knapp 61 jahren ( 2009 war sie übrigens noch knapp über 50 ) bedenkt . insgesamt hat die westliche intervention zumindest im gesundheitsbereich doch etwas gebracht , 2001 starb noch jedes 5e kind bis zu seinen 5 geburtstag , heute jedes 12e , ähnliches gilt bei der müttersterblichkeit - die gesellschaft haben diese verbesserungen aber rational wohl noch nicht erreicht .",SentimentNeutral,1
140604,,"Kennenlernen? Liebenlernen? Freie Entscheidung in Liebesdingen?
So eine westliche Gefühlsduselei brauchts net, wenn der Familienclan entscheidet wen man zu heiraten hat. Und die Frau wird in diesen Gesellschaften üblicherweise eh nicht g`fragt...","kennenlernen ? liebenlernen ? freie entscheidung in liebesdingen ? so eine westliche gefühlsduselei brauchts net , wenn der familienclan entscheidet wen man zu heiraten hat . und die frau wird in diesen gesellschaften üblicherweise eh nicht g ` fragt .",SentimentNegative,0
140605,ältere Herrschaften,"ältere Herrschaften sind am besten auszusondern - klar; der hiesige ""Wohlfahrtsstaat"" wurde ja ach von den heutigen jungen tatkräftigen Menschen aus den nicht-europäischen Ländern erschaffen",ältere herrschaften sind am besten auszusondern - klar ; der hiesige  wohlfahrtsstaat  wurde ja ach von den heutigen jungen tatkräftigen menschen aus den nicht-europäischen ländern erschaffen,SentimentNegative,0
140606,,"""dass im Moment diese Flüchtlinge NICHT die Mehrheit stellen!""
Sie könnten das nur klar stellen, wenn Sie wüssten dass das so ist. 
Also: Woher nehmen Sie diese Gewissheit?"," dass im moment diese flüchtlinge nicht die mehrheit stellen !  sie könnten das nur klar stellen , wenn sie wüssten dass das so ist . also : woher nehmen sie diese gewissheit ?",SentimentNegative,0
140607,,Ist nur der Bodensatz der Gesellschaft der sich hier auskotzt.,ist nur der bodensatz der gesellschaft der sich hier auskotzt .,SentimentNegative,0
140608,,"Wollens dem jungen Mann im Artikel einen Dolmetscher mit Mathematikkenntnissen zur Seite stellen um ihm die Chance zu geben seinen Fleiß und seinen Einsatzwillen in einer Lehre unter Beweis zu stellen?
Falls es Ihnen nicht auffällt: Sie haben die selbe ""der Staats richtet schon""-Mentalität wie die Schulabbrecher die Sie hier ins Rennen führen.",wollens dem jungen mann im artikel einen dolmetscher mit mathematikkenntnissen zur seite stellen um ihm die chance zu geben seinen fleiß und seinen einsatzwillen in einer lehre unter beweis zu stellen ? falls es ihnen nicht auffällt : sie haben die selbe  der staats richtet schon  -mentalität wie die schulabbrecher die sie hier ins rennen führen .,SentimentNegative,0
140609,,"Oje, er muss seit 70 Tagen in einem Zelt leben? Finde ich nicht in Ordnung dass man ihn dort so lange gegen seinen Willen festhält.","oje , er muss seit 70 tagen in einem zelt leben ? finde ich nicht in ordnung dass man ihn dort so lange gegen seinen willen festhält .",SentimentNegative,0
140610,,"Ich hätte da Platz für jemanden, der nix geschenkt will und für Kost und Logis (nicht im Zelt) den ganzen Tag Steine schneidet. Verspreche auch freundlich zu sein und kein Gas in die Augen zu sprühen.
Was hält das Gutmenschentum hier von diesem Vorschlag?","ich hätte da platz für jemanden , der nix geschenkt will und für kost und logis ( nicht im zelt ) den ganzen tag steine schneidet . verspreche auch freundlich zu sein und kein gas in die augen zu sprühen . was hält das gutmenschentum hier von diesem vorschlag ?",SentimentNegative,0
140611,,Hier wird eine Erbschuld suggeriert um diese Wirtschaftsflüchtlinge auf Dauer hier unterbringen zu können,hier wird eine erbschuld suggeriert um diese wirtschaftsflüchtlinge auf dauer hier unterbringen zu können,SentimentNegative,0
140612,*alle Flüchtlinge die gerade in Österreich sind und unter im Freien am Boden schlafen müssen,*alle Flüchtlinge die gerade in Österreich sind und unter im Freien am Boden schlafen müssen ....falls sie darauf hinaus wollen....und die Antwort darauf ist JA!,* alle flüchtlinge die gerade in österreich sind und unter im freien am boden schlafen müssen . falls sie darauf hinaus wollen . und die antwort darauf ist ja !,SentimentNegative,0
140613,woher beziehen Sie ihr wissen?,"woher beziehen Sie ihr wissen? Die Statistiken zeigen im Moment ganz klar das der Großteil der Flüchtlinge diese ""Ansturms"" aus Krisen und Kriegsgebieten kommen, und wenn Ihnen die Tatsache  nicht ausreicht dass jemand aus einem Kriegsgebiet per se kein ""Wirtschaftsflüchtling"" sein kann sollte Ihnen die hohe Anerkennungsquote unter diesen Flüchtlingen als Beweis ausreichen.....außer Sie wollen den Behörden unterstellen ohne Begründung Asyl zu verschenken...was definitiv nicht der Fall ist!

Die echten ""Wirtschaftsflüchtlinge"" werden in der Regel auf schnellstem Wege abgeschoben(siehe Kosovoflüchtlinge dieses Jahr)...","woher beziehen sie ihr wissen ? die statistiken zeigen im moment ganz klar das der großteil der flüchtlinge diese  ansturms  aus krisen und kriegsgebieten kommen , und wenn ihnen die tatsache nicht ausreicht dass jemand aus einem kriegsgebiet per se kein  wirtschaftsflüchtling  sein kann sollte ihnen die hohe anerkennungsquote unter diesen flüchtlingen als beweis ausreichen . außer sie wollen den behörden unterstellen ohne begründung asyl zu verschenken . was definitiv nicht der fall ist ! die echten  wirtschaftsflüchtlinge  werden in der regel auf schnellstem wege abgeschoben ( siehe kosovoflüchtlinge dieses jahr ) .",SentimentNeutral,1
140614,Frau Brickner,"Frau Brickner leistet mit ihren Kommentaren, wenn auch ungewollt, Wahlhilfe für Strache.","frau brickner leistet mit ihren kommentaren , wenn auch ungewollt , wahlhilfe für strache .",SentimentNegative,0
140615,und muss hier seit 70 Tagen in einem Zelt leben,"und muss hier seit 70 Tagen in einem Zelt leben müssen  muss er nicht, er hätte in einem anderen EU Land einen asylantrag stellen können, keiner kann mir erzählen, dass AUT das erste sichere land was, dass er auf seiner flucht betreten hat.","und muss hier seit 70 tagen in einem zelt leben müssen muss er nicht , er hätte in einem anderen eu land einen asylantrag stellen können , keiner kann mir erzählen , dass aut das erste sichere land was , dass er auf seiner flucht betreten hat .",SentimentNegative,0
140616,damit spielt der standard krone,damit spielt der standard krone Offenbar mit dem ziel einer fpö absoluten...,damit spielt der standard krone offenbar mit dem ziel einer fpö absoluten .,SentimentNegative,0
140617,,"vor 4 jahren haben 2 gut, befreundete asylwerber für 3 monate bei mir gewohnt, (alles korrekt, angemeldet, die fremdenpolizei hat die bescheide vorbeigebracht) uniabschluss in elektrotechnik, wir haben uns über abenteuerlich verlegte kabel in meiner wohnung derstessen, die österreichischen fachleute haben aufstemmen gemeint, die 2 knaben haben die elektrik hergerichtet, ohne stemmen, die halberte wohnungseinrichtung, schwerer schreibtisch plus eingepasster bank vierezaht, alles ohne stemmen repariert UND dreck geputzt.
übrigens: damals gabs in wien keine grundsicherung für asylwerber die privat untergekommen sind. ich hab sie durchgefüttert.
deswegen kommt mir bei derartigen artikeln die galle hoch","vor 4 jahren haben 2 gut , befreundete asylwerber für 3 monate bei mir gewohnt , ( alles korrekt , angemeldet , die fremdenpolizei hat die bescheide vorbeigebracht ) uniabschluss in elektrotechnik , wir haben uns über abenteuerlich verlegte kabel in meiner wohnung derstessen , die österreichischen fachleute haben aufstemmen gemeint , die 2 knaben haben die elektrik hergerichtet , ohne stemmen , die halberte wohnungseinrichtung , schwerer schreibtisch plus eingepasster bank vierezaht , alles ohne stemmen repariert und dreck geputzt . übrigens : damals gabs in wien keine grundsicherung für asylwerber die privat untergekommen sind . ich hab sie durchgefüttert . deswegen kommt mir bei derartigen artikeln die galle hoch",SentimentNegative,0
140618,,"2 getrennt anzugehende Probleme:

- Die Zustände in Österreichs Asylwesen sind eine Schande für unser Land, die Innenministerin gehört wegen eklatanter Inkompetenz abgesetzt, die  Bürgermeister, Landeskaiser und Bürger die für die derzeitigen Probleme mitverantwortlich sind sollten sich schämen.

- Das Asylrecht ist nicht dazu da Leuten zu helfen die in ihrem Wohnort keine Perspektive für ein besseres Leben sehen. Menschen wie Sami sollten so schnell wie möglich in ihr Herkunftsland zurückgeschickt werden. Wenn man Menschen wie Sami helfen will, sollte man dass ausserhalb des Asylrechts machen und die Migrationsgesetzgebung so ändern, dass z.B. eine gewisse Zahl von jungen Wirtschaftsflüchtlingen legal in Österreich leben und arbeiten darf.","2 getrennt anzugehende probleme : - die zustände in österreichs asylwesen sind eine schande für unser land , die innenministerin gehört wegen eklatanter inkompetenz abgesetzt , die bürgermeister , landeskaiser und bürger die für die derzeitigen probleme mitverantwortlich sind sollten sich schämen . - das asylrecht ist nicht dazu da leuten zu helfen die in ihrem wohnort keine perspektive für ein besseres leben sehen . menschen wie sami sollten so schnell wie möglich in ihr herkunftsland zurückgeschickt werden . wenn man menschen wie sami helfen will , sollte man dass ausserhalb des asylrechts machen und die migrationsgesetzgebung so ändern , dass z . b . eine gewisse zahl von jungen wirtschaftsflüchtlingen legal in österreich leben und arbeiten darf .",SentimentNegative,0
140619,wie unten ausführlicher erklärt...,wie unten ausführlicher erklärt... ....Statistiken die Belegen dass im Moment die meisten Flüchtlinge aus unmittelbaren Kriegsgebieten kommen....,wie unten ausführlicher erklärt . . statistiken die belegen dass im moment die meisten flüchtlinge aus unmittelbaren kriegsgebieten kommen .,SentimentNeutral,1
140620,"Von Istambul bis Wien ca. 5-7.000,-- USD, da dürfte er nicht so schlecht verdient haben.","Von Istambul bis Wien ca. 5-7.000,-- USD, da dürfte er nicht so schlecht verdient haben. None","von istambul bis wien ca . 5-7 . 000 , - usd , da dürfte er nicht so schlecht verdient haben . none",SentimentNegative,0
140621,,"Unfassbar, das soll ein asylant sein?
Selbst wenn, welche zukunft soll er hier haben?
Ich fürchte es sind solche artikel die selbst liberalen menschen ein grosses fragezeichen hinterlässt. Füllen wird diese realitäsverweigernde wünschdirwas multikulti sichtweise leider die rechte. Und somit wird sich europa genauso wie die herkunftsländer der wirtschafftsflüchtlinge zurückentwickeln...","unfassbar , das soll ein asylant sein ? selbst wenn , welche zukunft soll er hier haben ? ich fürchte es sind solche artikel die selbst liberalen menschen ein grosses fragezeichen hinterlässt . füllen wird diese realitäsverweigernde wünschdirwas multikulti sichtweise leider die rechte . und somit wird sich europa genauso wie die herkunftsländer der wirtschafftsflüchtlinge zurückentwickeln .",SentimentNegative,0
140622,,"..... ""Es ist auch hier ein schweres Leben.""

ja so ist es.  willkommen in österreich.",.  es ist auch hier ein schweres leben .  ja so ist es . willkommen in österreich .,SentimentNegative,0
140623,,"Wenn es nicht nur in NÖ ""Geld zuhauf"" gibt, dann könnte man damit ja anspruchsvolle Kunst- und Kulturprojekte fördern.","wenn es nicht nur in nö  geld zuhauf  gibt , dann könnte man damit ja anspruchsvolle kunst- und kulturprojekte fördern .",SentimentNegative,0
140624,,"Wer sagt das denn? Aber die jetzt ermüdeten alten Herrschaften brauchen auch Junge, die in Zukunft Geld verdienen und für sie sorgen.
Und ich kenne alte Menschen, die sich über ausländische Helfer freuen, bis hin zu Flüchtlngskindern als ""Wahlenkeln"" und nicht nur in Zeitungsforen gegen alles meckern, was nicht hundertprozentig einheimsich ist.","wer sagt das denn ? aber die jetzt ermüdeten alten herrschaften brauchen auch junge , die in zukunft geld verdienen und für sie sorgen . und ich kenne alte menschen , die sich über ausländische helfer freuen , bis hin zu flüchtlngskindern als  wahlenkeln  und nicht nur in zeitungsforen gegen alles meckern , was nicht hundertprozentig einheimsich ist .",SentimentNegative,0
140625,Damit hat er sich selbst als Wirtschaftsflüchtling entlarvt.......,"Damit hat er sich selbst als Wirtschaftsflüchtling entlarvt....... Schade das sein echter Name nicht genannt wurde, da hätte die Asylbehörde einen Beweis in der Hand das er nur ein Scheinasylant ist!","damit hat er sich selbst als wirtschaftsflüchtling entlarvt . schade das sein echter name nicht genannt wurde , da hätte die asylbehörde einen beweis in der hand das er nur ein scheinasylant ist !",SentimentNegative,0
140626,,"Da hätte ich dir ohne Rechner auch sagen können, dass Beirut näher an Syrien liegt als Traiskirchen, und das hat wohl niemand bestritten.
Trotzden stimmt es, dass der allergrößte Teil der weltweiten Flüchtlinge in den armen Länder aufgenommen wird, und nur ein kleiner Teil nach Europa kommt.","da hätte ich dir ohne rechner auch sagen können , dass beirut näher an syrien liegt als traiskirchen , und das hat wohl niemand bestritten . trotzden stimmt es , dass der allergrößte teil der weltweiten flüchtlinge in den armen länder aufgenommen wird , und nur ein kleiner teil nach europa kommt .",SentimentNeutral,1
140627,@Buffone,"@Buffone Wenn Sie sich wirklich schämen, dann sollten Sie dorthin auswandern wo sie keinen Anlass dazu finden!

Im übrigens könnten Sie bei dieser Gelegenheit alle Scheinasylanten und Wirtschaftsflüchtlinge mitnehmen, damit unser Land von denen befreit und Platz für wirkliche Kriegsflüchtlinge geschaffen ist!","@buffone wenn sie sich wirklich schämen , dann sollten sie dorthin auswandern wo sie keinen anlass dazu finden ! im übrigens könnten sie bei dieser gelegenheit alle scheinasylanten und wirtschaftsflüchtlinge mitnehmen , damit unser land von denen befreit und platz für wirkliche kriegsflüchtlinge geschaffen ist !",SentimentNegative,0
140628,,"Wieder die Voreinstellung Top- Postings :( 
kommt schon Leidl,...","wieder die voreinstellung top- postings EMOTICON kommt schon leidl , .",SentimentNegative,0
140629,,"Daneben gibt es noch das Problem, das Traiskirchen ein warnendes Beispiel ist, dass man sich lieber nicht temporär als Flüchtlingsaufnahmezentrum zur Verfügung stellen sollte. Das ganze kann eben nur funktionieren, wenn der Eindruck vermittelt wird, dass alle drankommen.

Bei anderen Einrichtungen mit underwünschten Nebenwirkungen ist die Dynamik nicht anders. Da werden Orte mit Sondermüllanlage, Viertel mit Drogenberatungsstelle usw. verachtet statt sich zu überlegen, was der eigene Ort oder das eigene Viertel zum Gemeinwohl beiträgt.","daneben gibt es noch das problem , das traiskirchen ein warnendes beispiel ist , dass man sich lieber nicht temporär als flüchtlingsaufnahmezentrum zur verfügung stellen sollte . das ganze kann eben nur funktionieren , wenn der eindruck vermittelt wird , dass alle drankommen . bei anderen einrichtungen mit underwünschten nebenwirkungen ist die dynamik nicht anders . da werden orte mit sondermüllanlage , viertel mit drogenberatungsstelle usw . verachtet statt sich zu überlegen , was der eigene ort oder das eigene viertel zum gemeinwohl beiträgt .",SentimentNegative,0
140630,,"Bei allem Respekt, aber so ein sinnfreies, emotionales Kommentar hilft keinem weiter...","bei allem respekt , aber so ein sinnfreies , emotionales kommentar hilft keinem weiter .",SentimentNegative,0
140631,,"Noch oft, fürchte ich.
Dabei müsste jeder nur einmal kurz überlegen, wie so eine Flucht abläuft (dazu gäbe es genug Information) und ob er seine Frau und Kinder do wegschicken möchte.","noch oft , fürchte ich . dabei müsste jeder nur einmal kurz überlegen , wie so eine flucht abläuft ( dazu gäbe es genug information ) und ob er seine frau und kinder do wegschicken möchte .",SentimentNegative,0
140632,Rotweisstotcard. AHA.,Rotweisstotcard. AHA. None,rotweisstotcard . aha . none,SentimentNegative,0
